Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
478,Ford,2000,1.2,Gasolina,Automatico,122166,Usado,1939.98,Fiesta
482,Honda,2007,1.3,Gasolina,Automatico,142165,Usado,9853.64,Fit
486,Mercedes,2019,1.5,Diesel,Manual,36494,Usado,25164.62,GLA
488,Toyota,2003,1.5,Hibrido,Automatico,141589,Usado,7433.4,Prius
489,Honda,2005,1.7,Diesel,Automatico,172759,Usado,6969.83,Civic
491,Mercedes,2017,2.1,Diesel,Automatico,45874,Usado,29705.9,GLA
493,Mercedes,2019,1.6,Gasolina,Automatico,17898,Usado,19914.34,GLA
494,Honda,2002,1.5,Gasolina,Manual,146647,Usado,5832.33,Fit
495,Honda,2006,1.8,Gasolina,Manual,95814,Usado,5742.51,Civic
496,Mercedes,2021,3,Gasolina,Manual,26631,Usado,56631.09,C-Class
497,Toyota,2013,2.4,Gasolina,Manual,59006,Usado,7350.84,Corolla
499,Honda,2004,2.4,Gasolina,Automatico,150980,Usado,6095.37,CR-V
500,Mercedes,2021,1.3,Gasolina,Automatico,26564,Usado,47802.17,GLA
502,Mercedes,2022,1.3,Hibrido,Automatico,13798,Usado,38151.53,GLA
503,Ford,2001,5.4,Gasolina,Manual,117053,Usado,5154.91,Mustang
504,BMW,2020,1.6,Gasolina,Manual,32833,Usado,27984.74,5 Series
505,Audi,2021,3,Gasolina,Manual,28989,Usado,78786.84,Q7
506,Toyota,2005,1.8,Gasolina,Automatico,111996,Usado,3491,Corolla
507,Audi,2014,2.5,Gasolina,Automatico,92197,Usado,12011.42,A3
511,Audi,2023,4,Gasolina,Manual,21737,Usado,70083.88,Q7
513,BMW,2004,3.2,Gasolina,Automatico,113904,Usado,5294.93,3 Series
514,Mercedes,2000,5,Gasolina,Manual,151787,Usado,10178.67,E-Class
515,Audi,2012,1.8,Gasolina,Manual,81926,Usado,16385.21,A4
516,BMW,2020,4.4,Gasolina,Automatico,44555,Usado,40096.84,X5
517,Mercedes,2017,2.1,Diesel,Automatico,50302,Usado,31255.6,GLA
520,Tesla,2020,NA,Electrico,Automatico,16717,Usado,41326.28,Model Y
521,BMW,2017,2,Diesel,Manual,34830,Usado,29227.3,5 Series
524,BMW,2003,1.6,Gasolina,Manual,174634,Usado,9597.58,3 Series
525,Honda,2016,2,Gasolina,Manual,30523,Usado,14104.66,Accord
526,Mercedes,2002,3.2,Gasolina,Automatico,124394,Usado,7811.42,E-Class
527,Ford,2016,2,Gasolina,Automatico,27157,Usado,9493.13,Focus
528,Toyota,2010,2,Gasolina,Automatico,134297,Usado,11068.97,RAV4
529,Tesla,2020,NA,Electrico,Automatico,30985,Usado,48817.04,Model Y
530,Ford,2019,2,Gasolina,Automatico,49266,Usado,22656.71,Explorer
531,BMW,2022,2,Diesel,Automatico,8752,Usado,35439.96,X3
532,Honda,2020,2.6,Gasolina,Automatico,69173,Usado,21858.85,Civic
534,Honda,2001,2,Gasolina,Manual,124513,Usado,4316.35,Accord
535,Audi,2019,1.4,Gasolina,Automatico,20287,Usado,18996.44,A4
536,Honda,2015,1.5,Hibrido,Automatico,100423,Usado,13526.85,Fit
537,Audi,2017,2,Gasolina,Automatico,64362,Usado,19135.64,A3
538,Mercedes,2007,3,Diesel,Manual,107989,Usado,13278.22,E-Class
541,Toyota,2019,2.2,Diesel,Manual,40085,Usado,19820.43,RAV4
542,BMW,2005,5,Gasolina,Automatico,176765,Usado,12302.78,5 Series
543,Audi,2009,2.5,Gasolina,Manual,125961,Usado,9596.07,A3
544,Toyota,2020,1.8,Hibrido,Automatico,55633,Usado,21881.13,Prius
546,Honda,2012,3.5,Gasolina,Manual,72426,Usado,9929.49,Accord
547,Toyota,2016,1.8,Hibrido,Automatico,69425,Usado,25067.08,Prius
549,Honda,2016,2.4,Gasolina,Automatico,24611,Usado,13568.27,Accord
550,Mercedes,2023,1.5,Hibrido,Automatico,0,Nuevo,42435.8,C-Class
552,Toyota,2008,2,Gasolina,Manual,104642,Usado,7788.23,RAV4
553,Audi,2000,1.9,Diesel,Automatico,108563,Usado,5343.14,A4
554,Audi,2001,2,Gasolina,Automatico,131263,Usado,6981.8,A4
558,Tesla,2017,NA,Electrico,Automatico,40061,Usado,51488.67,Model X
559,Audi,2007,2.5,Diesel,Automatico,91905,Usado,8387.57,A4
560,Mercedes,2020,2,Diesel,Manual,21384,Usado,20127.99,GLA
561,Audi,2010,4.2,Gasolina,Automatico,104309,Usado,13782.6,Q7
562,Tesla,2022,NA,Electrico,Automatico,26122,Usado,85178.4,Model X
563,Ford,2001,4,Gasolina,Manual,112893,Usado,3644.66,Explorer
564,BMW,2007,4.4,Gasolina,Automatico,85640,Usado,10038.56,X5
566,Ford,2007,4,Gasolina,Automatico,100968,Usado,8776.82,Mustang
567,Audi,2016,3,Diesel,Manual,30980,Usado,21513.53,A4
569,Toyota,2016,1.8,Gasolina,Automatico,39539,Usado,18163.58,Corolla
570,Audi,2022,3,Diesel,Manual,5362,Como Nuevo,33390.99,Q5
571,Mercedes,2023,2,Diesel,Automatico,23255,Usado,45300.52,GLA
572,BMW,2012,4.4,Gasolina,Automatico,92759,Usado,21724.27,3 Series
575,Toyota,2011,2.5,Gasolina,Manual,58450,Usado,8267.56,Camry
577,Mercedes,2022,1.5,Gasolina,Automatico,22602,Usado,67874.8,E-Class
578,Mercedes,2004,1.8,Gasolina,Manual,141711,Usado,8649.68,C-Class
579,BMW,2007,2.5,Diesel,Automatico,75431,Usado,7416.31,5 Series
580,Audi,2012,2,Gasolina,Automatico,53700,Usado,15336.5,Q5
581,BMW,2007,1.6,Gasolina,Automatico,101403,Usado,9626.74,3 Series
586,BMW,2018,3,Gasolina,Manual,24150,Usado,26397.62,X5
587,Toyota,2023,2.5,Diesel,Manual,28084,Usado,35080.17,RAV4
588,Mercedes,2002,5,Gasolina,Manual,151122,Usado,10112.25,E-Class
589,Mercedes,2023,2,Hibrido,Automatico,22980,Usado,52737.95,GLC
590,Audi,2016,2.9,Gasolina,Manual,35645,Usado,23006.46,A4
592,Honda,2019,1.5,Gasolina,Manual,36719,Usado,15343.87,Accord
593,Honda,2020,1.5,Gasolina,Automatico,55679,Usado,20092.51,Accord
594,Mercedes,2007,1.8,Gasolina,Manual,140826,Usado,14899.14,C-Class
595,Audi,2013,1.8,Gasolina,Automatico,101902,Usado,14049.39,A3
597,Honda,2010,2,Gasolina,Automatico,118173,Usado,7874.23,Civic
598,BMW,2019,3,Diesel,Manual,24533,Usado,26618.81,X5
600,Honda,2018,1.8,Gasolina,Manual,58770,Usado,18529.43,Civic
601,Honda,2006,2,Gasolina,Automatico,116252,Usado,9056.46,CR-V
602,Ford,2018,1,Gasolina,Manual,37906,Usado,10604.5,Focus
604,Toyota,2010,1.8,Hibrido,Automatico,128626,Usado,10836.61,Prius
605,Audi,2004,2,Gasolina,Manual,116986,Usado,5667.75,A4
606,Audi,2004,1.9,Diesel,Manual,120028,Usado,5876.91,A4
607,BMW,2021,1.6,Gasolina,Manual,22602,Usado,47601.9,3 Series
609,Honda,2009,1.6,Gasolina,Automatico,113903,Usado,7521.97,Civic
610,Toyota,2005,1.5,Hibrido,Automatico,134181,Usado,7044.5,Prius
611,BMW,2014,4.4,Gasolina,Automatico,58031,Usado,17858.13,5 Series
613,BMW,2016,4.4,Gasolina,Automatico,25162,Usado,28331.39,X5
615,Honda,2007,1.5,Gasolina,Automatico,139246,Usado,9612.81,Fit
616,Ford,2008,2,Gasolina,Manual,100935,Usado,4702.98,Focus
619,Toyota,2017,2,Gasolina,Manual,49330,Usado,19039.21,Camry
624,BMW,2013,1.5,Gasolina,Automatico,63180,Usado,13959.79,3 Series
625,Ford,2008,1.6,Gasolina,Manual,114544,Usado,4727.2,Fiesta
626,Toyota,2008,1.5,Hibrido,Automatico,94862,Usado,8051.14,Prius
627,Toyota,2022,2.5,Hibrido,Automatico,11259,Usado,23628.65,Camry
628,Honda,2017,1.5,Hibrido,Automatico,27905,Usado,12326.06,Fit
629,Ford,2009,4,Gasolina,Automatico,142716,Usado,10389.86,Explorer
630,BMW,2020,3,Gasolina,Automatico,29885,Usado,31196.98,X5
631,Audi,2003,1.8,Gasolina,Manual,160548,Usado,8662.69,A4
632,Audi,2011,3,Diesel,Manual,102771,Usado,28192.8,Q7
635,Mercedes,2021,1.3,Hibrido,Automatico,17947,Usado,41288.03,GLA
636,Honda,2012,2.4,Gasolina,Manual,66216,Usado,8891.85,Civic
637,Audi,2020,2,Diesel,Manual,39663,Usado,36190.78,Q7
638,Ford,2015,2,Gasolina,Manual,74523,Usado,7936.41,Focus
639,Honda,2001,1.6,Gasolina,Manual,168527,Usado,6426.33,Civic
640,Ford,2010,2,Gasolina,Manual,117310,Usado,5755.67,Focus
642,Toyota,2014,1.8,Gasolina,Manual,102771,Usado,13915.68,Corolla
643,Honda,2016,2.4,Gasolina,Manual,46883,Usado,18989.47,CR-V
645,Honda,2017,2.4,Gasolina,Manual,54242,Usado,18848.37,Accord
646,Honda,2022,1.5,Gasolina,Manual,14831,Usado,21539.26,Civic
647,Honda,2008,2.2,Gasolina,Manual,82664,Usado,5190.27,Accord
649,Honda,2013,2.4,Gasolina,Automatico,50487,Usado,7409.64,Civic
650,Ford,2017,1.4,Gasolina,Manual,57843,Usado,11541.11,Fiesta
651,Toyota,2021,2,Gasolina,Automatico,8410,Usado,22432.26,Camry
652,Tesla,2019,NA,Electrico,Automatico,70760,Usado,60170.83,Model S
653,BMW,2019,2,Hibrido,Automatico,59528,Usado,39446.22,X3
654,Honda,2020,1.6,Diesel,Manual,25651,Usado,13469.34,CR-V
655,Audi,2011,2,Gasolina,Manual,87200,Usado,20790.72,Q5
656,Honda,2018,1.5,Gasolina,Manual,43583,Usado,16716.61,Accord
657,Audi,2013,3.2,Gasolina,Automatico,119487,Usado,17742.32,A3
658,Ford,2016,2,Gasolina,Automatico,25930,Usado,14637.72,Explorer
659,Audi,2023,4,Gasolina,Automatico,16965,Usado,67576.47,Q7
660,BMW,2020,1.6,Gasolina,Automatico,62527,Usado,40730.44,3 Series
661,Toyota,2002,1.8,Gasolina,Manual,105598,Usado,2884.85,Corolla
662,Audi,2022,2,Gasolina,Manual,29723,Usado,46811.47,A4
663,Audi,2006,2,Gasolina,Manual,96346,Usado,8543.25,A4
664,Toyota,2016,1.8,Gasolina,Automatico,36610,Usado,17486.8,Corolla
665,BMW,2011,3,Gasolina,Automatico,104953,Usado,32010.28,X5
666,Honda,2008,2,Gasolina,Manual,113503,Usado,7132.4,Civic
667,Audi,2014,1.6,Diesel,Manual,80018,Usado,9003.54,A3
668,Toyota,2017,3.5,Gasolina,Automatico,41239,Usado,17952.28,Camry
670,Toyota,2012,2.5,Hibrido,Automatico,64589,Usado,9647.76,Camry
672,BMW,2007,4.4,Gasolina,Automatico,93154,Usado,11195.7,X5
673,Honda,2013,1.5,Gasolina,Automatico,70251,Usado,9830.71,Fit
674,Toyota,2007,3.5,Gasolina,Manual,149103,Usado,11916.68,RAV4
677,Mercedes,2022,2,Diesel,Manual,5203,Como Nuevo,38137.95,GLC
678,Audi,2011,2,Diesel,Automatico,109271,Usado,15596.94,A3
679,BMW,2010,4.4,Gasolina,Manual,126363,Usado,15533.21,X5
680,Toyota,2021,1.8,Hibrido,Automatico,20749,Usado,28391.66,Prius
681,Tesla,2021,NA,Electrico,Automatico,29181,Usado,88390.37,Model X
682,Audi,2010,3,Diesel,Manual,89070,Usado,10634.6,Q5
683,Tesla,2021,NA,Electrico,Automatico,19823,Usado,47764.4,Model Y
684,Toyota,2012,2.4,Gasolina,Automatico,63957,Usado,11403.92,RAV4
685,Ford,2017,2.3,Gasolina,Automatico,25112,Usado,14356.72,Explorer
686,Toyota,2001,1.5,Hibrido,Automatico,100035,Usado,5251.86,Prius
687,Mercedes,2020,1.6,Diesel,Automatico,20054,Usado,23315.54,C-Class
688,Toyota,2014,1.8,Gasolina,Automatico,98421,Usado,13926.36,Corolla
689,Toyota,2019,2.5,Diesel,Automatico,40565,Usado,20932.35,RAV4
690,Mercedes,2017,1.5,Gasolina,Manual,64588,Usado,41638.55,C-Class
691,BMW,2014,1.6,Gasolina,Manual,101699,Usado,27924.67,5 Series
692,Toyota,2018,2.5,Diesel,Manual,33065,Usado,18135.53,RAV4
693,Mercedes,2022,2,Diesel,Manual,20152,Usado,48303.56,GLC
694,Audi,2023,3,Gasolina,Automatico,17244,Usado,48535.07,Q5
695,Ford,2011,2,Gasolina,Automatico,103224,Usado,16426.97,Explorer
696,Ford,2012,2.3,Gasolina,Manual,108363,Usado,12448.35,Focus
697,Toyota,2021,2.5,Hibrido,Automatico,12342,Usado,28900.39,RAV4
698,BMW,2010,3,Gasolina,Manual,99914,Usado,11654.1,X5
699,BMW,2004,2,Gasolina,Automatico,132426,Usado,8845.59,X3
701,Toyota,2023,2,Gasolina,Automatico,15073,Usado,26484.5,Corolla
702,Ford,2002,1.6,Gasolina,Automatico,130364,Usado,2185.93,Fiesta
703,BMW,2021,2,Gasolina,Automatico,15620,Usado,42650.58,X3
704,Toyota,2018,1.8,Hibrido,Automatico,42767,Usado,18909.19,Prius
705,Tesla,2022,NA,Electrico,Automatico,9051,Usado,33705.58,Model 3
706,BMW,2006,3,Diesel,Manual,149168,Usado,14900.19,3 Series
707,Mercedes,2011,1.6,Gasolina,Automatico,61185,Usado,15536.04,C-Class
709,BMW,2004,4.4,Gasolina,Manual,146394,Usado,9639.44,X5
710,Ford,2014,2,Gasolina,Manual,94675,Usado,10623.39,Focus
711,Honda,2007,2,Gasolina,Manual,117239,Usado,8723.92,CR-V
713,Audi,2015,2,Diesel,Manual,71389,Usado,14277.82,A4
714,Audi,2007,2.5,Gasolina,Automatico,111196,Usado,8525.63,A3
715,Ford,2000,4.6,Gasolina,Automatico,121670,Usado,5862.87,Mustang
716,BMW,2011,1.6,Gasolina,Manual,74678,Usado,16169.47,3 Series
717,Toyota,2004,1.5,Hibrido,Automatico,175894,Usado,9234.45,Prius
719,Ford,2000,2,Gasolina,Automatico,197012,Usado,8208.26,Focus
721,BMW,2007,1.6,Gasolina,Automatico,129883,Usado,13215.31,3 Series
722,Audi,2002,1.8,Gasolina,Automatico,146600,Usado,7390.71,A3
724,Toyota,2001,1.8,Gasolina,Manual,158546,Usado,6525.07,Corolla
726,Audi,2009,3,Diesel,Automatico,80503,Usado,10395.25,Q5
727,Audi,2020,1,Gasolina,Automatico,77711,Usado,22193.73,A3
728,Honda,2013,2.4,Gasolina,Manual,107602,Usado,13740.17,Accord
729,Honda,2006,1.3,Hibrido,Automatico,128125,Usado,8695.28,Civic
732,Tesla,2015,NA,Electrico,Automatico,32505,Usado,46728.4,Model X
733,Honda,2012,1.3,Gasolina,Automatico,71389,Usado,9970.16,Fit
734,Audi,2008,3,Diesel,Manual,86170,Usado,7271.27,A4
735,Ford,2019,1,Hibrido,Automatico,36929,Usado,9483.04,Fiesta
737,Audi,2021,NA,Electrico,Automatico,22982,Usado,30652.47,A3
738,Ford,2009,4,Gasolina,Automatico,109088,Usado,7111.04,Explorer
739,Ford,2021,1,Hibrido,Automatico,6955,Usado,15227.81,Focus
740,Honda,2011,2.2,Diesel,Manual,79780,Usado,12467.02,CR-V
742,BMW,2013,2,Gasolina,Automatico,84675,Usado,19602.3,3 Series
744,Honda,2001,1.3,Gasolina,Automatico,129125,Usado,5204.07,Fit
745,Honda,2020,1,Gasolina,Manual,33599,Usado,12991.83,Civic
746,BMW,2019,4.4,Gasolina,Manual,49375,Usado,40972.43,X5
747,Toyota,2010,1.8,Hibrido,Automatico,121632,Usado,10259.63,Prius
748,Audi,2015,3,Diesel,Automatico,69614,Usado,18421.24,Q5
749,Mercedes,2018,3,Gasolina,Automatico,55448,Usado,39532.47,C-Class
750,Tesla,2022,NA,Electrico,Automatico,23833,Usado,41753.78,Model 3
751,Mercedes,2005,3.5,Gasolina,Manual,120009,Usado,6750.76,C-Class
752,Audi,2023,2,Diesel,Automatico,23514,Usado,75827.61,Q7
753,Honda,2018,1.5,Hibrido,Automatico,25142,Usado,11687.75,Fit
754,Toyota,2004,1.5,Hibrido,Automatico,106121,Usado,5571.35,Prius
755,Honda,2003,2,Gasolina,Manual,151102,Usado,5811.98,Accord
756,Ford,2014,1.6,Diesel,Automatico,65312,Usado,6589.84,Fiesta
758,Honda,2019,1.5,Gasolina,Manual,64836,Usado,20967.29,Accord
759,Audi,2009,1.9,Diesel,Manual,98237,Usado,6823.67,A3
760,Audi,2023,3,Diesel,Manual,0,Nuevo,35193.17,A4
761,Audi,2021,1.4,Hibrido,Automatico,12581,Usado,26283.95,A3
762,Mercedes,2002,6,Gasolina,Automatico,172951,Usado,12909.87,E-Class
763,Ford,2004,3.8,Gasolina,Automatico,159924,Usado,9592.61,Mustang
764,Audi,2005,1.8,Gasolina,Manual,159428,Usado,7599.97,A3
766,Mercedes,2021,4,Gasolina,Manual,13307,Usado,43648.77,GLC
767,BMW,2007,2,Diesel,Automatico,126562,Usado,12403.08,X3
768,Toyota,2006,2.4,Gasolina,Manual,128827,Usado,9533.98,Camry
769,Tesla,2020,NA,Electrico,Automatico,22468,Usado,44345.6,Model Y
771,Toyota,2005,2,Diesel,Automatico,161643,Usado,8813.42,RAV4
772,Audi,2013,3.2,Gasolina,Manual,52516,Usado,14387.5,Q5
774,BMW,2012,1.6,Gasolina,Manual,66319,Usado,14079.77,3 Series
775,Mercedes,2019,2,Hibrido,Automatico,28641,Usado,29089.6,GLC
776,BMW,2016,1.6,Gasolina,Manual,46763,Usado,36652.75,5 Series
777,Tesla,2022,NA,Electrico,Automatico,9800,Usado,34113.11,Model 3
778,Ford,2006,4.6,Gasolina,Manual,93179,Usado,7482.61,Mustang
779,Audi,2003,1.6,Gasolina,Manual,116344,Usado,5715.04,A3
780,BMW,2013,3,Gasolina,Manual,65006,Usado,13751.62,3 Series
782,Tesla,2023,NA,Electrico,Automatico,16877,Usado,75470.65,Model X
783,Ford,2004,2.3,Gasolina,Automatico,176856,Usado,6914.95,Focus
784,Honda,2015,2.2,Diesel,Manual,50375,Usado,8056.28,CR-V
785,Honda,2022,1.5,Gasolina,Automatico,18373,Usado,29913.43,CR-V
786,Ford,2019,1,Gasolina,Automatico,20083,Usado,7360.39,Fiesta
788,Mercedes,2023,1.6,Gasolina,Manual,15065,Usado,54091.28,E-Class
789,Ford,2023,5,Gasolina,Automatico,20574,Usado,43394.61,Mustang
790,Audi,2001,1.6,Gasolina,Manual,119583,Usado,5856.74,A3
792,Honda,2018,1.2,Gasolina,Automatico,27508,Usado,12234.45,Fit
793,BMW,2018,2,Gasolina,Automatico,61035,Usado,47809.53,5 Series
794,Mercedes,2016,1.8,Gasolina,Manual,49528,Usado,40322.42,E-Class
795,Honda,2013,1.5,Gasolina,Automatico,60666,Usado,8656.56,Fit
796,BMW,2018,2,Gasolina,Manual,60353,Usado,37934.58,X3
797,BMW,2021,2,Diesel,Manual,18355,Usado,43354.72,X3
798,Audi,2023,2,Diesel,Manual,9243,Usado,32884.92,A4
800,Toyota,2011,2.5,Gasolina,Manual,101466,Usado,14719.85,Camry
804,Audi,2018,2,Hibrido,Automatico,32239,Usado,33167.68,Q7
805,BMW,2015,2,Diesel,Manual,56938,Usado,16734.38,5 Series
807,Toyota,2003,1.8,Gasolina,Automatico,101767,Usado,2752.58,Corolla
809,BMW,2016,3,Hibrido,Automatico,41409,Usado,29890.18,3 Series
810,Toyota,2022,1.8,Hibrido,Automatico,25938,Usado,30135.28,Prius
811,Toyota,2000,1.5,Hibrido,Automatico,149921,Usado,7870.84,Prius
812,Toyota,2017,1.8,Gasolina,Automatico,32239,Usado,16477.24,Corolla
813,Mercedes,2019,2.1,Diesel,Automatico,16596,Usado,19458.44,GLA
814,Audi,2016,2,Hibrido,Automatico,40005,Usado,38223.5,Q7
815,Mercedes,2014,1.8,Gasolina,Automatico,74765,Usado,19100.78,C-Class
816,Honda,2010,2.2,Diesel,Manual,122071,Usado,9207.1,CR-V
817,BMW,2021,4.4,Gasolina,Manual,23571,Usado,62285.45,5 Series
818,Audi,2012,6,Diesel,Automatico,64000,Usado,19425.06,Q7
823,Mercedes,2019,1.6,Gasolina,Automatico,39072,Usado,27325.1,GLA
824,Audi,2015,4.2,Diesel,Manual,56400,Usado,16600.02,Q7
825,Ford,2014,2,Gasolina,Automatico,84006,Usado,12391.35,Explorer
826,BMW,2014,2.5,Gasolina,Manual,87378,Usado,24344.48,5 Series
827,Audi,2005,1.9,Diesel,Manual,114126,Usado,5618.03,A3
828,BMW,2014,2,Diesel,Manual,59010,Usado,17252.54,5 Series
829,Ford,2013,3.5,Gasolina,Automatico,74000,Usado,10290.05,Explorer
830,Ford,2010,4.6,Gasolina,Automatico,128648,Usado,9018.22,Explorer
831,BMW,2006,2,Gasolina,Manual,75124,Usado,7011.55,X3
832,Toyota,2008,1.8,Gasolina,Manual,87467,Usado,4193.34,Corolla
833,Honda,2015,1.6,Gasolina,Manual,52050,Usado,7239.19,Civic
835,Toyota,2019,1.8,Gasolina,Automatico,35067,Usado,17130.53,Corolla
836,Toyota,2009,2,Gasolina,Manual,141326,Usado,11194.6,RAV4
837,Mercedes,2017,2,Hibrido,Automatico,23685,Usado,29511.03,E-Class
841,Audi,2016,2,Gasolina,Automatico,34314,Usado,23709.58,A4
843,Mercedes,2012,1.6,Gasolina,Manual,87508,Usado,21377.02,C-Class
844,Ford,2005,1.3,Gasolina,Automatico,158830,Usado,3039.9,Fiesta
846,Toyota,2012,2.5,Hibrido,Automatico,92996,Usado,14121.81,Camry
847,Ford,2018,2.3,Gasolina,Automatico,74627,Usado,16743,Focus
848,BMW,2020,4.4,Gasolina,Automatico,58599,Usado,48616.89,X5
849,Honda,2018,2.6,Gasolina,Manual,26433,Usado,11415.19,Civic
851,BMW,2002,2,Gasolina,Automatico,171769,Usado,9851.82,3 Series
852,BMW,2013,1.6,Gasolina,Automatico,75713,Usado,17249.77,3 Series
853,Audi,2018,2,Diesel,Manual,34314,Usado,32874.82,Q7
854,Honda,2004,1.5,Gasolina,Manual,114303,Usado,3715.14,Civic
855,BMW,2004,2,Diesel,Automatico,173476,Usado,12000.62,5 Series
856,BMW,2019,2,Diesel,Automatico,48080,Usado,42235.49,X5
857,Honda,2016,2,Gasolina,Manual,58244,Usado,19648.72,Accord
859,BMW,2009,4.4,Gasolina,Manual,132445,Usado,12893.45,3 Series
860,Honda,2004,2.4,Gasolina,Manual,122636,Usado,4210.76,Accord
861,BMW,2003,1.6,Gasolina,Automatico,168956,Usado,9630.25,3 Series
862,BMW,2005,3,Diesel,Manual,100156,Usado,4011.68,3 Series
863,Audi,2003,4.2,Gasolina,Automatico,137418,Usado,7426.15,A4
864,Toyota,2006,2,Gasolina,Automatico,96265,Usado,7360.85,RAV4
865,BMW,2006,4,Gasolina,Manual,116409,Usado,10969.08,3 Series
866,Ford,2017,2,Gasolina,Automatico,48635,Usado,22439.93,Explorer
869,Toyota,2023,2.2,Diesel,Automatico,29850,Usado,37724.17,RAV4
870,Toyota,2003,2,Gasolina,Automatico,103369,Usado,3459.54,RAV4
871,Toyota,2005,1.5,Hibrido,Automatico,150619,Usado,7907.52,Prius
872,Audi,2008,6,Diesel,Manual,114555,Usado,14219.23,Q7
873,BMW,2021,3,Diesel,Automatico,10833,Usado,37625.1,X3
875,BMW,2011,3,Diesel,Automatico,83127,Usado,20136.44,X3
876,Audi,2019,2,Diesel,Manual,58346,Usado,30270.8,A4
877,Audi,2023,1.4,Hibrido,Automatico,32393,Usado,34605.24,A3
878,Mercedes,2003,5.4,Gasolina,Automatico,163022,Usado,11040.15,C-Class
879,Ford,2020,3,Gasolina,Automatico,46958,Usado,21863.7,Explorer
880,Audi,2023,1.5,Hibrido,Automatico,35772,Usado,36024.12,A3
882,Honda,2009,2.2,Diesel,Manual,81883,Usado,5188.26,CR-V
883,Ford,2021,5.2,Gasolina,Manual,5514,Como Nuevo,27472.87,Mustang
886,Toyota,2022,1.8,Hibrido,Automatico,16693,Usado,27028.94,Prius
888,Honda,2023,1.5,Gasolina,Manual,17963,Usado,28259.41,CR-V
890,Honda,2015,2.4,Gasolina,Automatico,76529,Usado,10892.72,Accord
891,Ford,2015,1.6,Gasolina,Manual,74324,Usado,7026.97,Fiesta
893,Audi,2009,4.2,Gasolina,Automatico,140939,Usado,17885.22,Q7
895,Toyota,2005,1.5,Hibrido,Automatico,149969,Usado,7873.36,Prius
896,Mercedes,2011,2,Gasolina,Manual,67859,Usado,19357.66,E-Class
897,Toyota,2008,3.5,Gasolina,Manual,80564,Usado,5052.37,Camry
898,Honda,2012,1.6,Gasolina,Manual,61950,Usado,8394.12,Civic
900,Toyota,2023,2,Gasolina,Automatico,24173,Usado,29542.17,Corolla
901,Ford,2010,5.4,Gasolina,Automatico,142614,Usado,13696.22,Mustang
902,Audi,2019,1.8,Gasolina,Automatico,98655,Usado,26991.89,A3
903,Honda,2017,1.5,Hibrido,Automatico,23040,Usado,11202.19,Fit
905,Toyota,2020,2,Gasolina,Manual,63960,Usado,22550.31,Camry
907,Ford,2017,2,Gasolina,Automatico,47935,Usado,22199.59,Explorer
909,Toyota,2006,2.4,Gasolina,Automatico,130848,Usado,10207.65,Camry
911,Toyota,2014,2,Gasolina,Manual,72560,Usado,10384.04,Camry
912,Honda,2017,1,Gasolina,Automatico,68602,Usado,21727,Civic
913,Toyota,2023,1.8,Hibrido,Automatico,9211,Usado,24515.05,Corolla
914,Ford,2010,2,Gasolina,Automatico,143013,Usado,7778.39,Focus
915,Tesla,2019,NA,Electrico,Automatico,21475,Usado,39779.11,Model X
918,Tesla,2015,NA,Electrico,Automatico,60580,Usado,54185.31,Model S
919,Mercedes,2006,3.2,Gasolina,Automatico,141235,Usado,15695.57,C-Class
920,BMW,2020,3,Diesel,Manual,55450,Usado,35331.06,3 Series
921,Toyota,2009,2.4,Gasolina,Manual,107703,Usado,6072.47,Corolla
922,Audi,2011,3,Diesel,Manual,101426,Usado,23417.05,Q5
923,Tesla,2023,NA,Electrico,Automatico,29092,Usado,88296.81,Model X
926,Ford,2020,3,Gasolina,Automatico,29799,Usado,15967.3,Explorer
927,Audi,2017,2.5,Gasolina,Automatico,60731,Usado,18303.73,A3
929,Audi,2002,1.9,Diesel,Manual,120926,Usado,5938.64,A4
930,Audi,2022,NA,Electrico,Automatico,12439,Usado,26224.39,A3
932,Honda,2023,2,Hibrido,Automatico,27046,Usado,35013.31,CR-V
934,Ford,2018,1.5,Diesel,Manual,40397,Usado,9447.58,Fiesta
935,Toyota,2018,2.5,Diesel,Automatico,61715,Usado,26262.22,RAV4
936,Audi,2020,2,Diesel,Manual,64555,Usado,36218.03,Q5
937,Mercedes,2011,3.5,Gasolina,Manual,90609,Usado,22152.17,C-Class
938,Toyota,2008,2.5,Gasolina,Automatico,118558,Usado,9534.43,RAV4
940,Toyota,2017,1.8,Hibrido,Automatico,21019,Usado,13885.31,Prius
942,Audi,2003,1.6,Gasolina,Automatico,163584,Usado,9314.99,A4
943,Audi,2009,4.2,Gasolina,Manual,94618,Usado,12092.56,Q7
944,BMW,2006,2.5,Diesel,Automatico,133700,Usado,16389.83,5 Series
945,Mercedes,2021,3,Gasolina,Manual,7798,Usado,37798.3,C-Class
946,Toyota,2022,2,Diesel,Automatico,7428,Usado,26423.51,RAV4
947,Toyota,2000,2.2,Gasolina,Automatico,148851,Usado,6560.25,Camry
948,Honda,2016,1.8,Gasolina,Automatico,60154,Usado,19775.5,Civic
949,BMW,2023,2,Hibrido,Automatico,9979,Usado,36727.95,X3
952,Honda,2008,1.8,Gasolina,Manual,95601,Usado,5725.77,Civic
953,Honda,2006,2.2,Diesel,Automatico,100021,Usado,7352.17,CR-V
954,Honda,2021,1.2,Gasolina,Automatico,11539,Usado,21371.84,Fit
